iter	Logloss
268	0.003975141441
269	0.003954013014
270	0.003910078267
271	0.003910039975
272	0.003895847715
273	0.003872118485
274	0.003822041645
275	0.003822021858
276	0.003780508063
277	0.003780486152
278	0.003765388313
279	0.003743601805
280	0.00372882377
281	0.003721664812
282	0.003704802106
283	0.003691034034
284	0.003668249543
285	0.003668245066
286	0.003668237885
287	0.003655732768
288	0.00364388249
289	0.003622770047
290	0.003622581327
291	0.003596592877
292	0.003581914473
293	0.003581871987
294	0.003581841531
295	0.003559863198
296	0.003541161546
297	0.003541143554
298	0.003541134766
299	0.003520510508
300	0.003502050018
301	0.003501986346
302	0.003489999648
303	0.003474903003
304	0.003453983759
305	0.003447403624
306	0.003433545458
307	0.00341245572
308	0.00339578323
309	0.003395720149
310	0.00338651072
311	0.003370754277
312	0.00335023618
313	0.003337058469
314	0.003337058469
315	0.003337038373
316	0.003323310185
317	0.003310975659
318	0.003306360909
319	0.00330635354
320	0.00330633767
321	0.003306323277
322	0.003293268058
323	0.003279397725
324	0.003279371374
325	0.003279370377
326	0.003279368348
327	0.003265300708
328	0.00324145125
329	0.003241444149
330	0.003241422433
331	0.003225560828
332	0.003225396542
333	0.003225348828
334	0.003197437338
335	0.003197274343
336	0.003197263872
337	0.003190595213
338	0.003190594548
339	0.003190585749
340	0.003190562124
341	0.003172507197
342	0.003172478896
343	0.003154400657
344	0.003134180489
345	0.003120489476
346	0.00309975468
347	0.003097008463
348	0.003089133606
349	0.003089051621
350	0.003089038636
351	0.003076939246
352	0.003064130285
353	0.003029476276
354	0.003029470602
355	0.003007118846
356	0.003007107296
357	0.002994017851
358	0.0029851204
359	0.00298509313
360	0.002961290455
361	0.002945460872
362	0.002930304288
363	0.002919958561
364	0.002906413138
365	0.002906405634
366	0.002878882232
367	0.002878680108
368	0.002878631296
369	0.002878631296
370	0.002865316993
371	0.00285758184
372	0.002846582153
373	0.00282924383
374	0.002818718756
375	0.002812569726
376	0.002812569726
377	0.002812510531
378	0.002791508332
379	0.002791508107
380	0.002784671227
381	0.002762308118
382	0.002746080715
383	0.002746039823
384	0.002746006783
385	0.002738009589
386	0.002737961794
387	0.002730330162
388	0.002730328381
389	0.002730314878
390	0.002718430652
391	0.002718382022
392	0.002718367548
393	0.002718306564
394	0.002714912589
395	0.002696048162
396	0.002695970014
397	0.002679990569
398	0.002679933057
399	0.002676837042
